experiment,target,variant,runs,best_fitness_mean,best_fitness_std,best_fitness_median,best_fitness_q1,best_fitness_q3,rmse_mean,diversity_mean,evaluations_mean,seconds_mean,run_batch
triangulos,detallada,100 tri - pm fijo,5,0.87334,0.00399,0.87479,0.86911,0.87714,32.299,0.00598,48058.4,43.7,20260906T213411Z
triangulos,detallada,200 tri - pm fijo,5,0.86857,0.00398,0.86984,0.86538,0.87063,33.514,0.00798,48059.8,84.38,20260906T213411Z
triangulos,detallada,200 tri - carga fija,5,0.86717,0.00565,0.86429,0.86343,0.87007,33.871,0.00228,47939.8,82.56,20260906T213411Z
triangulos,detallada,25 tri - carga fija,5,0.86698,0.00418,0.86755,0.86298,0.8704,33.92,0.00557,47923.0,13.59,20260906T213411Z
triangulos,detallada,25 tri - pm fijo,5,0.86461,0.002,0.86432,0.86276,0.86621,34.526,0.00248,47103.6,13.49,20260906T213411Z
triangulos,detallada,10 tri - carga fija,5,0.85022,0.00256,0.84924,0.84878,0.85283,38.193,0.00686,47937.8,7.96,20260906T213411Z
triangulos,detallada,10 tri - pm fijo,5,0.84687,0.00554,0.84809,0.84374,0.84912,39.048,0.00021,44807.4,7.58,20260906T213411Z
triangulos,plana,25 tri - pm fijo,5,0.9407,0.00562,0.94074,0.94045,0.9423,15.122,0.0032,47103.6,13.28,20260906T213411Z
triangulos,plana,50 tri - pm fijo,5,0.93961,0.0049,0.94167,0.93933,0.94329,15.399,0.00499,47934.4,23.16,20260906T213411Z
triangulos,plana,50 tri - carga fija,5,0.93961,0.0049,0.94167,0.93933,0.94329,15.399,0.00499,47934.4,23.0,20260906T213411Z
triangulos,plana,100 tri - pm fijo,5,0.93451,0.00688,0.93675,0.93348,0.9383,16.7,0.00842,48058.4,42.06,20260906T213411Z
triangulos,plana,25 tri - carga fija,5,0.93378,0.00427,0.93305,0.932,0.93317,16.887,0.00744,47923.0,13.42,20260906T213411Z
triangulos,plana,100 tri - carga fija,5,0.93157,0.00827,0.93312,0.92566,0.93998,17.449,0.00358,47935.8,42.59,20260906T213411Z
triangulos,plana,200 tri - pm fijo,5,0.92116,0.01362,0.92975,0.90865,0.93274,20.104,0.00913,48059.8,83.6,20260906T213411Z
triangulos,plana,10 tri - carga fija,5,0.91619,0.0079,0.9125,0.91191,0.91792,21.373,0.00668,47937.8,7.76,20260906T213411Z
triangulos,plana,10 tri - pm fijo,5,0.91594,0.00576,0.91723,0.9159,0.92025,21.435,0.00039,44807.4,7.45,20260906T213411Z
triangulos,plana,200 tri - carga fija,5,0.91296,0.01581,0.90853,0.90527,0.91045,22.194,0.00316,47939.8,83.35,20260906T213411Z
